textos,ODS_real,predicciones_regresion_logistica,predicciones_red_neuronal,predicciones_knn
"El uso de este enfoque multidimensional del análisis de la pobreza se ha consolidado en varios ámbitos. Desde 2011, los indicadores del Informe sobre Desarrollo Humano del Programa de las Naciones Unidas para el Desarrollo (PNUD) incluyen el índice de pobreza multidimensional (IPM) basado en una propuesta de Alkire y Santos (2010), que combina 10 indicadores para reflejar las carencias en los tres dimensiones tradicionales del desarrollo humano (salud, educación y calidad de vida) en 104 países (ver recuadro 1.3 en el capítulo I). Esta se considera la primera estimación científica de la pobreza infantil en el mundo en desarrollo (Grupo de Expertos en Estadísticas de Pobreza (Grupo de Río), 2007).",1,1,1,1
"En los países descentralizados, como Estados Unidos, Alemania y Australia, son las autoridades locales las que deciden qué componentes del rendimiento docente deben evaluarse y cómo. En Inglaterra y Chile, la evaluación del profesorado la define el gobierno central, (Manzi, 2010, Sclafani, 2009). Además, y contrariamente a lo que se creía hace algunas décadas, el desempeño docente puede ser evaluado de manera válida, justa y confiable. Y, lo que es más importante, puede llevarse a cabo de forma que resulte aceptable para los profesores, incluso cuando los resultados tengan una repercusión importante en sus carreras profesionales.",4,4,4,4
"Establecidos en 2004-2005, estos cursos solían ser ofrecidos por varias instituciones, incluidas escuelas, centros de formación y politécnicos, y reclutaron a más de 12 000 participantes en 2014-2015. A partir de 2015-2016, los politécnicos ya no están autorizados a ofrecer estos cursos. El número de estudiantes disminuyó ese año a 6 300.",4,4,4,3
"Se adoptaron cambios legislativos para relajar los ""estándares de higiene"" de la era soviética, lo que permitió que la educación y el cuidado de la primera infancia se brindaran en una gama más amplia de alojamientos. Para estimular la oferta, el gobierno central lituano autorizó a los municipios a utilizar los fondos recibidos a través de la metodología de financiación de la canasta de estudiantes para apoyar la oferta en establecimientos de EAPI privados, así como en establecimientos públicos. Como consecuencia de estos cambios, el número de jardines de infancia privados ha ido en constante aumento y en 2016, 25 de los 60 municipios del país tenían jardines de infancia privados. Ampliar la participación en áreas rurales centrándose en estimular la demanda de servicios por parte de los padres.",4,4,4,4
"Las opiniones expresadas y los argumentos empleados en este documento no reflejan necesariamente los de la OCDE, su Centro de Desarrollo o los de sus países miembros. Se instrumenta en la reducción de la pobreza y el aumento de la resiliencia de la población. El Gobierno de Etiopía (GoE) ha publicado un nuevo conjunto de marcos de políticas para la protección social que contemplan la expansión de la protección social para cubrir una mayor proporción de etíopes frente a una gama más amplia de riesgos, y que exigen que la protección social se financie cada vez más a partir de fuentes internas en lugar de donantes.",1,1,1,1
"Consulte la Tabla Al en el Anexo 1 para ver la lista de elementos de la encuesta incluidos en cada dimensión. El nuevo método informó la construcción del Índice de Pobreza Multidimensional (IPM) global (Alkire & Santos, 2010), así como el Índice de Desarrollo Humano Ajustado por Desigualdad (Alkire & Foster, 2010) utilizado en el Informe de Desarrollo Humano 2010 (PNUD, 2010) . La metodología Alkire-Foster también se ha aplicado a múltiples estudios nacionales de pobreza multidimensional en el mundo en desarrollo (Alkire & Seth, 2013, Salazar, Diaz, & Pinzon, 2013). Dado que la lista más amplia de indicadores de privación material solo estuvo disponible en 2009, el análisis de tendencias tuvo que basarse en el conjunto más limitado de indicadores que se recopilan en cada ola de EU-SILC.",1,1,1,1
"Esto puede conducir a que el niño discapacitado quede efectivamente excluido internamente del aprendizaje y, a menudo, puede provocar que el niño abandone los estudios. Esta puede ser una presión particularmente fuerte cuando los currículos nacionales y las políticas de evaluación son demasiado rígidos, competitivos y no permiten la flexibilidad y el trabajo colaborativo. Los requisitos externos impuestos a las escuelas por el gobierno deben abordarse mediante la reforma del currículo y la evaluación. Las escuelas informales BRAC en Bangladesh han demostrado recientemente que donde los maestros están capacitados en métodos amigables para los niños y en cómo acomodar a las niñas y los niños discapacitados, hay una tasa de deserción más baja para ambos grupos antes de la transferencia a la escuela secundaria inferior estatal que en la escuela primaria estatal. escuelas.",4,4,4,4
"Estas declaraciones establecen lo que las universidades y colegios ofrecen a sus estudiantes para apoyar su empleabilidad y transición al empleo y más allá (http://www.hefce.ac.uk/). El sistema de evaluación se centra esencialmente en medir hasta qué punto se logran los resultados de aprendizaje previstos en términos de tres conceptos principales: i) conocimiento y comprensión; ii) competencia y habilidades, y iii) juicio. La descripción de los resultados del aprendizaje y las cualificaciones profesionales surgen en estrecha cooperación con las asociaciones profesionales.",4,4,4,4
"Esta estrategia enfatiza la necesidad de la prevención y el reconocimiento temprano de los problemas en los niños y sus familias y la importancia de los Servicios de Salud Mental Infanto-Juvenil (CAMHS) especializados (Gobierno de SM, 2011). Por primera vez, esto permitió establecer estándares de acceso y tiempo de espera en los servicios de salud mental. El documento Cerrando la Brecha, el nuevo plan de acción de salud mental, establece nuestras prioridades para el cambio esencial en la salud mental: 25 áreas donde las personas pueden esperar ver y experimentar los cambios más rápidos. Muestra cómo los cambios en la planificación y prestación de servicios locales marcarán la diferencia, en los próximos dos o tres años, en la vida de las personas con problemas de salud mental.",3,3,3,3
"Los afroamericanos a menudo son rechazados únicamente por sus nombres (que los empleadores obtienen de los currículos) y reciben solo la mitad de ofertas de trabajo que los candidatos blancos. A pesar de las leyes de Nepal contra la intocabilidad, las personas consideradas de casta inferior siguen estando excluidas de ciertos trabajos y servicios, y los dalit ganan considerablemente menos que los no dalit. El trato discriminatorio de las personas con discapacidad está muy extendido y tiene implicaciones para sus medios de subsistencia. En Mauricio, Panamá, Perú, la Federación de Rusia y los Estados Unidos, la brecha de empleo entre las personas con discapacidad y las personas sin discapacidad es de más de 40 puntos porcentuales.",1,1,1,3
"Un ejemplo exitoso es el de Chile Solidario (ver recuadro 7), donde los hogares reciben apoyo psicosocial enfatizando la importancia del acceso a la salud para el desarrollo físico y cognitivo de sus hijos. Las familias aceptadas para Chile Solidario trabajan inicialmente con un trabajador social para evaluar sus condiciones (agrupadas en siete dominios principales) y acordar un plan de acción que incluye medidas específicas para salir de la pobreza, que se convierten formalmente en la ""condicionalidad"" del programa. La diferencia ronda los 12 puntos porcentuales y es estadísticamente significativa al considerar ambos grupos de menores de 15 y menores de 18 años (Martorano y Sanfilippo, 2012). Sin embargo, la mayoría de los beneficiarios (alrededor del 95%) son niños, dado que se alienta a las escuelas a presionar a los padres de los alumnos para que obtengan un seguro de salud para ellos.",1,1,1,1
"Mientras que en algunos países las mejoras en la esperanza de vida han superado las mejoras en los niveles de vida, en otros se ha observado lo contrario. La Federación Rusa experimentó una disminución de la esperanza de vida en la década de 1990, debido en gran parte a cambios sociales, aumentos en las causas externas de muerte y otros factores de riesgo como el consumo excesivo de alcohol. Hay evidencia de que esta tendencia ahora se está revirtiendo y la esperanza de vida ha comenzado a aumentar. de nuevo (Popov, 2011). En Sudáfrica, la esperanza de vida también se ha reducido recientemente debido a la devastadora epidemia de VIH/SIDA. Los años ganados se calculan a partir de 1961 para Canadá, Nueva Zelanda e Italia. Para la Federación Rusa la ganancia es nula.",3,3,3,3
"El proyecto de implantación de la EPICT en el sistema educativo austriaco se lleva a cabo desde el otoño de 2007. El informe nacional dedicado a Austria2 (actualizado y revisado por última vez en agosto de 2008) especifica que esta implantación afecta tanto a la formación inicial como a la permanente del profesorado. Este sistema se basará en los procesos existentes de acreditación de cursos que funcionan en algunos estados, estableciendo procesos comunes de acreditación y estándares nacionales para los graduados, y especificando los conocimientos y competencias que necesitan los graduados, incluidas las competencias de conocimiento de las TIC, así como otras tecnologías en la enseñanza. En la Universidad de Tasmania, una unidad sobre los usos educativos de la tecnología de la información forma parte de las titulaciones de magisterio.",4,4,4,4
"Tras los resultados de esta investigación, en 1995 se llevó a cabo en Suecia una reforma de la atención de la salud mental (Psykiatrireform). Los cambios en la legislación estuvieron acompañados de un aumento de la financiación para el grupo objetivo tanto en el sector de la salud como en el de la asistencia social (Tuori et al, 2007). El objetivo principal de la reforma era permitir que los pacientes psiquiátricos a largo plazo vivieran fuera de las instituciones psiquiátricas y los hogares de ancianos e integrarlos en la comunidad.",3,3,3,3
"La Estrategia para las microrregiones, introducida en 2001, ha mejorado los esfuerzos de coordinación ministerial para ayudar a un número seleccionado de regiones rurales caracterizadas por altos niveles de marginación. La estrategia contempla una combinación de medidas que combinan la atención de la emergencia social, la mejora de la infraestructura de los servicios públicos y básicos como la salud, la educación, la electricidad y el agua, la mejora de la vivienda y el apoyo a la competitividad de las actividades locales. Se ha puesto especial énfasis en los 125 municipios más pobres del país, muchos de los cuales tienen una alta proporción de población indígena. El Programa para el Desarrollo de Zonas Prioritarias ha sido la principal iniciativa de la estrategia de la microrregión.",1,3,3,1
"Recientemente, la reforma consolidó los cinco principales fondos de seguridad social en un sistema de seguridad social unificado, el Régimen General de Seguro de Salud (GHIS - Genel Saghk Sigortasi), que ahora cubre a la mayoría de la población para los servicios prestados por una combinación de sector público y privado. (Tatar et al., La Institución de Seguridad Social (SSI - Sosyal Giivenlik Kurumu) se ha convertido en el comprador único de los servicios de atención médica. Se financia con las contribuciones de los empleadores y empleados, y con las contribuciones del gobierno, que financian la cobertura para personas de bajos ingresos. personas de ingresos (antiguos titulares de la Tarjeta Verde) y funcionarios públicos.",3,3,3,3
"En los países de la OCDE, por cada reducción del 10 % en la mortalidad por ECV, la esperanza de vida a los 65 años aumentó alrededor del 4,3 %. La disminución de la mortalidad por ECV representa alrededor del 30 % de la variación entre países en el aumento de la esperanza de vida. El cambio en la mortalidad por ECV es un predictor más fuerte de la esperanza de vida a los 65 años entre los hombres que entre las mujeres.",3,3,3,3
"En las universidades financiadas con fondos públicos, la participación del gobierno puede extenderse a las políticas de admisión, la aprobación de programas, los planes de estudios, la planificación institucional y las condiciones de trabajo. La educación vocacional abarca los sectores secundario y terciario, la capacitación se puede ofrecer durante los dos últimos años de la escuela secundaria o en escuelas especializadas separadas, o en colegios públicos y privados. Los requisitos de admisión para universidades y colegios se basan en gran medida en el rendimiento académico de la escuela secundaria.",4,4,4,4
"Son responsables ante las autoridades federales y, en general, están más preocupados por el desarrollo nacional que por el compromiso regional o local. Como en muchos otros países, las instituciones de educación superior en Malasia no tienen una misión regional explícita que se deja a la iniciativa de las instituciones individuales. Para las universidades intensivas en investigación, el principal impulsor es la excelencia científica.",4,4,4,4
"El Salvador, Paraguay y Uruguay, varios de los cuales mostraron las mayores ganancias en esta fuente, reportaron aumentos tanto en el ingreso promedio por perceptor como en la cobertura. En los demás países, el resultado resultó de un aumento en un factor combinado con una caída en el otro (ver gráfico 11.8). En este marco, es posible analizar diferentes combinaciones de reducción de la desigualdad y crecimiento del ingreso promedio que podrían producir una tasa de pobreza particular, y luego evaluar si esas condiciones están en línea con las tendencias observadas en los últimos años. El Objetivo 1 es poner fin a la pobreza en todas sus formas en todo el mundo y establece metas para lograrlo. La meta 1.1 es erradicar la pobreza extrema para todas las personas en todo el mundo para 2030.",1,1,1,1
"Por ejemplo, con el umbral de pobreza definido en el 60% de los ingresos medios de un país, en 2006, 72 millones de personas en la UE estaban en riesgo de caer en la pobreza, y en 2001, más de la mitad de todas las personas en hogares con bajos ingresos en la UE vivían con el riesgo persistente de caer en la pobreza. Además, se calcula que una de cada cinco personas en Europa vive en infraviviendas y el 10% vive en hogares en los que nadie trabaja (Comisión de las Comunidades Europeas, 2007). Durante la década de 1990, las tasas de pobreza más elevadas se registraron en Estados Unidos, el Reino Unido de Gran Bretaña e Irlanda del Norte, Irlanda, Italia y Grecia.",1,1,1,1
"Las variables independientes disponibles en los datos incluyeron el lugar de residencia, la edad, la edad al casarse, el nivel de educación, los hijos nacidos vivos, la experiencia previa de aborto o muerte fetal y el uso de anticonceptivos antes del embarazo, que se encuentran correlacionados con la intención de embarazo. En los datos de la ILFS, además de estas variables, se agregó al análisis la región de residencia (cuatro provincias seleccionadas) y se reemplazó ""hijos nacidos vivos"" por orden de embarazo. La ILFS además proporciona información que permite la exploración de la asociación entre la intención de embarazo y el resultado del embarazo en relación con el momento del embarazo. Los embarazos se dividen en tres cohortes, los que ocurrieron a temprana edad (15-24 años) antes de 1985, durante el período de 1985 a 1994 y durante el período de 1995 a 2005.",3,3,3,3
"En 2009, el 85% de los graduados de la escuela secundaria general y el 74% de los graduados de la escuela secundaria vocacional se inscribieron en un programa postsecundario (MEST, 2010). El acceso a la educación postsecundaria es selectivo y los estudiantes son admitidos en una institución y un programa en función de su desempeño en la Prueba de Aptitud Académica de Corea (KSAT). Es proporcionado por dos tipos de instituciones: colegios universitarios y politécnicos.",4,4,4,4
"Las solicitudes de permiso para fotocopiar partes de este material para uso público o comercial deben dirigirse directamente al Centro de Autorización de Derechos de Autor (CCC) a in/o@copyright.com o al Centre franqais d'exploitation du droit de copie (CFC) a contact@cfcopies.com. Las revisiones de la educación superior en el desarrollo regional y urbano son la herramienta de la OCDE para movilizar la educación superior para el desarrollo económico, social y cultural de las ciudades y regiones. Analizan cómo el sistema de educación superior impacta el desarrollo local y regional y ayudan a mejorar este impacto.",4,4,4,4
"De manera similar, los eventos inesperados y diversos tipos de incertidumbres, los problemas de salud de los miembros de la familia, la falta de educación y la poca o ninguna posesión de activos productivos, especialmente la tierra, son importantes en la transmisión intergeneracional de la pobreza. Además, la inadecuada dotación de activos, tanto físicos como humanos, limita el acceso de los hogares a oportunidades, mercados financieros y crédito, servicios básicos y redes sociales que generan efectos persistentes sobre la pobreza y el hambre. La exclusión social y de otro tipo también hace que a los más pobres y hambrientos les resulte extremadamente difícil escapar de las privaciones. La atención se ha centrado en los más pobres y hambrientos.",1,1,1,1
"Por ejemplo, el estado australiano de Victoria creó una agencia de promoción de la salud financiada con los impuestos sobre el tabaco, y varios estados de EE.UU. (California, Massachusetts, Arizona y Oregón) han destinado parte de los ingresos procedentes de los impuestos especiales sobre el tabaco a actividades de educación y control del tabaco, mientras que en Nueva Jersey, Ohio y Texas los ingresos procedentes del alcohol se utilizan para programas de educación y prevención relacionados con el alcohol (Sassi et al., 2004), Los impuestos locales pueden ser una fuente importante de ingresos, sobre todo en los sistemas sanitarios descentralizados (por ejemplo, Dinamarca, Finlandia, Italia y Suecia)17 . Además, el nivel de los impuestos locales puede fijarse en función de las preferencias locales sobre el nivel y la calidad de los servicios médicos. Sin embargo, en ausencia de un mecanismo de transferencia ajustado al riesgo y gestionado centralmente, la descentralización reduce la mancomunación de riesgos y podría dar lugar a mayores disparidades sanitarias interregionales.",3,3,3,3
"Las enfermedades diarreicas, como la disentería, la fiebre tifoidea y otras enfermedades, son una de las causas de morbilidad. Una zona consiste en un círculo de 50 a 100 m de diámetro alrededor del manantial, dependiendo de su caudal. Sin embargo, en varios casos, la zona de protección no está bien definida e implementada y las fuentes de contaminación pueden estar presentes.",3,3,1,3
"El gobierno rumano ahora está tomando medidas para desarrollar un plan de acción nacional sobre la resistencia a los antimicrobianos. Los datos utilizados en las comparaciones internacionales de la calidad de la atención de la salud, como la tasa de letalidad hospitalaria por infarto agudo de miocardio o accidente cerebrovascular isquémico, no están disponibles para Rumania. Además, los datos que se recopilan, como las tasas de infecciones nosocomiales en los hospitales, no son confiables La Autoridad Nacional para la Gestión de la Calidad en la Atención de la Salud, establecida en 2015, está desarrollando una estrategia de garantía de la calidad y ampliará el proceso de acreditación de los hospitales a todos los proveedores de atención de la salud.",3,3,3,3
"O'Beirne et al (2011) identificaron 1,4 informes de incidentes de daño al paciente por mes en 19 prácticas familiares en Australia. Existe desacuerdo incluso sobre la mejor métrica para capturar la ocurrencia. Las respuestas no convergieron en ninguna unidad de medida específica para capturar el daño al paciente en la atención primaria y ambulatoria. Para los países desarrollados, tres de las cuatro unidades sugeridas (temporal - población, proporción de encuentros pintados, proporción de pacientes) atrajeron números de respuesta idénticos. Para los LMIC, la unidad de medida preferida es la proporción de pacientes (Figura 2.2). Cuando se les pidió que estimaran la ocurrencia de daño al paciente usando su unidad de medida preferida, las respuestas variaron mucho.",3,3,3,3
"Todas las funciones necesarias en torno a la seguridad del paciente, como el desarrollo, el establecimiento de estándares, el seguimiento y el control y el apoyo a las mejoras de seguridad en la práctica, están implementadas en Dinamarca. Sin embargo, formalmente, se espera que todos los hospitales israelíes recopilen información sobre infecciones y lo informen al Ministerio de Salud. El Ministerio es responsable de analizar los datos para luego desarrollar planes de prevención o mejora. Esta información se proporciona al público en informes resumidos anuales sin revelar la identidad del hospital.",3,3,3,3
"Permiten evaluar las implicaciones de unos mayores niveles de gasto médico y de un mayor gasto sanitario público en el crecimiento económico, e identificar cuáles son los determinantes a largo plazo del crecimiento del gasto médico. Por ejemplo, un modelo EGC podría utilizarse para estimar en qué medida el aumento del gasto médico está impulsado por la inversión de capital en tecnologías sanitarias. El modelo CMS de equilibrio general computable dinámico representa la economía estadounidense como si estuviera compuesta por dos mercados, el de productos sanitarios y el de productos no sanitarios, para los que se modelizan la oferta y la demanda agregadas (véase el anexo 1.21).",3,3,3,3
"Si bien el tiempo complica la política de reforma en muchos dominios, parece tener un mayor impacto en la reforma educativa, donde los retrasos involucrados son de tantos años. Como resultado, el ciclo político puede tener un impacto directo en el momento, alcance y contenido de la reforma educativa. La reforma educativa se convierte en una tarea ingrata cuando se realizan elecciones antes de que se realicen los beneficios. Los formuladores de políticas pueden perder una elección por cuestiones de educación, pero rara vez ganan una elección con educación.",4,4,4,4
"Los sistemas escolares que siguen diferenciando a los alumnos de estas formas deben crear incentivos adecuados para garantizar que algunos alumnos no sean ""descartados"" por el sistema. Esto no significa necesariamente que si se cambiaran las políticas de estratificación, los alumnos de los sistemas estratificados tendrían una mejor motivación instrumental para aprender, ya que PISA no mide la causa y el efecto. Sin embargo, los responsables políticos de los sistemas muy estratificados deben tener en cuenta no sólo el aspecto de la equidad de los resultados educativos, sino también los resultados no cognitivos, como las actitudes de los alumnos hacia el aprendizaje. El alcance de las evaluaciones y valoraciones no se limita únicamente a las evaluaciones de los alumnos, la mayoría de los centros escolares utilizan también diversas formas de evaluación, como las autoevaluaciones, la evaluación externa del centro y las valoraciones de los profesores.",4,4,4,4
"Para brindar más información sobre lo que motiva a un grupo diverso y calificado de candidatos a ingresar a la profesión docente, este capítulo utiliza datos de PISA 2006 y 2015, y analiza las diferencias entre países y las tendencias a lo largo del tiempo en las características de los estudiantes de 15 años. que esperan trabajar como docentes cuando tengan 30 años. Este capítulo también identifica los factores que están asociados con la capacidad de los países para atraer a personas con altas habilidades y con antecedentes no convencionales (es decir, hombres e hijos de padres no nativos) a la profesión docente. Los factores que dan forma a las aspiraciones profesionales tempranas determinan en gran medida el grupo general de posibles candidatos para ingresar a la ""línea de enseñanza"", aunque las vías alternativas que permiten a los adultos ingresar a la profesión en cualquier momento de sus vidas pueden mitigar la influencia de estos factores. El capítulo también intenta explicar estas diferencias entre países relacionándolas con las condiciones laborales, el estatus social y la compensación monetaria que disfrutan los docentes en diferentes países. Atraer a estudiantes de alto rendimiento a la profesión docente puede ser particularmente importante en países que sufren escasez de docentes, o donde la percepción de la escasez de docentes está empeorando con el tiempo.",4,4,4,4
"La disminución del número de estudiantes se traduce en un descenso de la eficiencia educativa, ya que disminuye la proporción de alumnos por profesor y se infrautilizan las instalaciones. El descenso del número de matriculaciones amenaza la calidad de los programas de estudios, ya que disminuye la oferta de cursos y el número de instructores. El descenso del número de estudiantes agrava un problema de escala preexistente al que se enfrentan las instituciones universitarias públicas lituanas, que son numerosas (14) y pequeñas.",4,4,4,4
"En 2014-15, 64 escuelas que presentaban una infraestructura muy deteriorada fueron apoyadas con una inversión de 28 657 236 millones de pesos (MEX). Esta inversión permitió la construcción de nuevas aulas y la renovación de otras, así como la mejora de los servicios sanitarios básicos de las escuelas (Gobiemo de Morelos, 2016a). Si bien el Programa de Excelencia para Combatir el Rezago Educativo llegó a su fin en 2015, ha sido reemplazado por el Programa de Reforma Educativa (Programa de la Reforma Educativa).",4,4,4,4
"Un enfoque clave es apoyar a las escuelas y juntas escolares para que incluyan los principios de equidad y educación inclusiva en todas las políticas, programas, operaciones y entornos de aprendizaje. El Ministerio apoya la implementación efectiva de la estrategia a través de redes de implementación dirigidas por la junta y diversos interesados ​​en la educación y la comunidad que trabajan para brindar herramientas, recursos y oportunidades de aprendizaje profesional basados ​​en evidencia. La participación de los padres y la comunidad son componentes esenciales de la estrategia.",4,4,4,4
